Principal|Nivel|Artículo|Descripción|Tipo|Estado|Planeador|Sec Artículo|Sec Op|UDM|Cantidad Unitaria|Cantidad Extendida|Tipo Suministro|Subinventario|Localizador|Tipo Costo|Costo Materiales|Costo Recurso|Gsto Grl|Costo Unitario|Costo Extendido|Accesorio S/N|Fecha inactivo|Alterno|Component_Yiel|Categoria Producto
22000103345|2|25013364|PARTE-SOPORTE BASE PANTALLA LINK LKES010070|AI|Active||10|10|und|3|3|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103345|3|22008932|LAMINA PLANA CR 4X8  ESPESOR 1.50MM|MP|Active||10|10|kg|.064363664|.064363664|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103345|2|25054494|PARTE-CUERPO BASE PANTALLA DE 150CM LKES010503|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103345|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.784851|.784851|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103345|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||40|10|kg|.05|.05|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103345|1|22001410|EMPAQUE COLUMNA X 8 UNIDADES|ME|Active||60|10|und|.25|.25|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|0|22000103714|FALDA PANTALLA INDIVIDUAL VIDRIO LAMINADO 4+4 58X150CM ACCESORIO LINK LKAC200000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000103714|1|22015589|CINTA DOBLE FAZ FILMICA ML TESA 4965 TRANSPARENTE DE 19MM DE ANCHO Y 50 METROS DE LARGO|MP|Active||10|20|m|.5|.5|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|1|22000197|TORNILLO CABEZA EXTRAPLANA 8 X 3/4 REF: S6075 ZINCADO|MP|Active||20|20|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|1|22000159|TORNILLO AUTOPERFORANTE CABEZA EXTRAPLANA 8 X 1/2 REF:234 ZINCADO NEGRO|MP|Active||25|20|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|1|22006318|GENERICO VIDRIO LAMINADO 4+4 M2|MP|Active||30|10|m2|.84|.84|Proceso Tirar Operación|CARPINT|VID.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|1|22011669|HONEY COMB REF: 20MM X 900MM X 90 HOJAS|ME|Active||35|10|und|1|1|Proceso Tirar Operación|CARPINT|MPC.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|1|25054927|ARMADA-SOPORTE  DERECHO FALDA PANTALLA VIDRIO LAMINADO LKAC241000|AI|Active||40|20|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|2|25054923|PARTE-REFUERZO SOPORTE FALDA PANTALLA LKAC241020|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|3|22008931|LAMINA PLANA CR 4X8  ESPESOR 3.0MM (DECAPADA Y ACEITADA)|MP|Active||10|10|kg|.49683|.49683|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|2|25054925|PARTE-SOPORTE DERECHO FALDA PANTALLA LKAC241010|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|3|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.3310929|.3310929|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|1|25054926|ARMADA-SOPORTE  IZQUIERDO FALDA PANTALLA VIDRIO LAMINADO LKAC241000|AI|Active||50|20|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|2|25054923|PARTE-REFUERZO SOPORTE FALDA PANTALLA LKAC241020|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|3|22008931|LAMINA PLANA CR 4X8  ESPESOR 3.0MM (DECAPADA Y ACEITADA)|MP|Active||10|10|kg|.49683|.49683|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|2|25054924|PARTE-SOPORTE IZQUIERDO FALDA PANTALLA LKAC241010|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|3|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.3310929|.3310929|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||60|20|kg|.03|.03|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103714|1|22001411|EMPAQUE COLUMNA X 16 UNIDADES|ME|Active||90|20|und|.25|.25|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|0|22000103717|PANTALLA FRONTAL VIDRIO LAMINADO 4+4 38X150CM ACCESORIO LINK LKAC290000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000103717|1|22006318|GENERICO VIDRIO LAMINADO 4+4 M2|MP|Active||10|10|m2|.5|.5|Proceso Tirar Operación|CARPINT|VID.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|1|22015589|CINTA DOBLE FAZ FILMICA ML TESA 4965 TRANSPARENTE DE 19MM DE ANCHO Y 50 METROS DE LARGO|MP|Active||20|20|m|.16|.16|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|1|22000261|TORNILLO CABEZA HEXAGONAL 5/16 X 3/4 ZINCADO|MP|Active||30|20|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|1|22002420|TORNILLO HEX G-2 RO 5/16 x 2 R/TOTAL  ZINCADO|MP|Active||40|20|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|1|22011275|TUERCA REMACHABLE DE 5/16 HEXAGONAL BOLLHOFF|MP|Active||50|20|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|1|22000277|ARANDELA 5/16 LISA ZINCADA|MP|Active||60|20|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|1|25021322|PARTE-BUJE PLASTICO PANTALLA LATERAL- FRONTAL MANGUERA DE CRISTAL LKAC010020|AI|Active||70|20|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|2|22006155|MANGUERA DE CRISTAL 5/16 *40|MP|Active||10|10|m|.007|.007|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|1|25021733|PARTE-ESCUADRA KIT PRENSA PANTALLA FRONTAL LINK LKAC281010|AI|Active||80|20|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|2|22008993|LAMINA PLANA GALVANIZADA 4X8 ESPESOR 2.0MM|MP|Active||10|10|kg|.2594011|.2594011|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|1|22001411|EMPAQUE COLUMNA X 16 UNIDADES|ME|Active||120|20|und|.25|.25|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000103717|1|22011669|HONEY COMB REF: 20MM X 900MM X 90 HOJAS|ME|Active||130|10|und|1|1|Proceso Tirar Operación|CARPINT|MPC.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111145|0|22000111145|SUPERFICIE INTEGRACION FORMICA DERECHA 60X30X3CM LINK LKSU020160||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000111145|1|25074781|CANTEADO-SUPERFICIE INTEGRACION FORMICA DERECHA 60X30X3CM LINK LKSU020160|AI|Active||10|10|und|1|1|Proceso Tirar Operación|CANTEADO|CNT.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111145|2|25074780|PRENSADO-SUPERFICIE INTEGRACION FORMICA DERECHA 60X30X3CM LINK LKSU020160|AI|Active||10|10|und|1|1|Proceso Tirar Operación|PRENSADO|PRE.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111145|3|22015818|UNICOR POLAR SIN BALANCE DE 1830X2440MM ESPESOR 30MM|MP|Active||10|10|und|.049662295|.049662295|Proceso Tirar Operación|CARPINT|AGL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111145|3|22008689|GENERICO FORMICA 1220MM X 2440MM F8|MP|Active||20|10|und|.07|.07|Proceso Tirar Operación|CARPINT|FOR.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111145|2|22008524|GENERICO CANTO DE 35MM ESPESOR 2MM|MP|Active||20|10|m|1.95|1.95|Proceso Tirar Operación|CARPINT|CTA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|0|22000111148|DUCTO BAJANTE TECHO SENCILLO METALICO 240X15X10CM LINK LKAC820000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000111148|1|25074782|ARMADA-COLUMNA DUCTO BAJANTE TECHO SENCILLO METALICO 240X15X10CM LINK LKAC820001|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|2|25074783|PARTE-CUERPO COLUMNA DUCTO BAJANTE TECHO SENCILLO METALICO 240X15X10CM LINK LKAC820002|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|6.30389|6.30389|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|2|25074784|PARTE-SOPORTE COLUMNA DUCTO BAJANTE TECHO SENCILLO METALICO 240X15X10CM LINK LKAC820003|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.06338|.06338|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|2|25074785|PARTE-DIVISOR COLUMNA DUCTO BAJANTE TECHO SENCILLO METALICO 240X15X10CM LINK LKAC820004|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|1.73615|1.73615|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|25074784|PARTE-SOPORTE COLUMNA DUCTO BAJANTE TECHO SENCILLO METALICO 240X15X10CM LINK LKAC820003|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|2|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.06338|.06338|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|25074786|ARMADA-ACOPLE DUCTO BAJANTE TECHO SENCILLO METALICO 240X15X10CM LINK LKAC820005|AI|Active||30|30|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|2|25074787|PARTE-CUERPO ACOPLE DUCTO BAJANTE TECHO SENCILLO METALICO 240X15X10CM LINK LKAC820006|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|3|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|1.89472|1.89472|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|2|25074788|PARTE-SOPORTE ACOPLE DUCTO BAJANTE TECHO SENCILLO METALICO 240X15X10CM LINK LKAC820007|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|3|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.15115|.15115|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22002524|PERFIL NAL TAPA VIGA COMPENDIO COLOR NEGRO TIRA 3000MM MPR060047|MP|Active||40|30|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|25028197|PARTE-DIVISOR DUCTO BAJANTE TECHO LKAC130020|AI|Active||50|30|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.14025055|.14025055|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22007761|TORNILLO CABEZA EXTRAPLANA 8 X  9/16 ZINCADO|MP|Active||60|30|und|5|5|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22001520|ESCUADRA 25X25 HVA125-25|MP|Active||70|30|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22000168|TORNILLO ANCLAJE NYLON 3/16 X 1.1/4 REF: NR-3114|MP|Active||80|30|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22000185|REMACHE POP 4-3|MP|Active||90|30|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22014226|STICKER TROQUELADO VERDE POLO A TIERRA ETIQUETA DE SEGURIDAD|ME|Active||100|30|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22005645|TORNILLO ESTUFA CABEZA REDONDA PHILLIPS 3/4 X 1/4 ZINCADO|MP|Active||110|30|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22012502|ARANDELA S/M DIAM. 5/16 ZINC NEGRO|MP|Active||120|30|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||130|30|kg|.3389714|.3389714|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111148|1|22001411|EMPAQUE COLUMNA X 16 UNIDADES|ME|Active||140|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111172|0|22000111172|SUPERFICIE INTEGRACION FORMICA IZQUIERDA 60X30X3CM LINK LKSU020160||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000111172|1|25074809|CANTEADO-SUPERFICIE INTEGRACION FORMICA IZQUIERDA 60X30X3CM LINK LKSU020160|AI|Active||10|10|und|1|1|Proceso Tirar Operación|CANTEADO|CNT.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111172|2|25074808|PRENSADO-SUPERFICIE INTEGRACION FORMICA IZQUIERDA 60X30X3CM LINK LKSU020160|AI|Active||10|10|und|1|1|Proceso Tirar Operación|PRENSADO|PRE.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111172|3|22015818|UNICOR POLAR SIN BALANCE DE 1830X2440MM ESPESOR 30MM|MP|Active||10|10|und|.049662295|.049662295|Proceso Tirar Operación|CARPINT|AGL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111172|3|22008689|GENERICO FORMICA 1220MM X 2440MM F8|MP|Active||20|10|und|.07|.07|Proceso Tirar Operación|CARPINT|FOR.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000111172|2|22008524|GENERICO CANTO DE 35MM ESPESOR 2MM|MP|Active||20|10|m|1.95|1.95|Proceso Tirar Operación|CARPINT|CTA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|0|22000115184|MESA DANCER CON TOMAS CIRCULAR DIAM. 120CM H-74CM TEK SOCIAL TKSME030000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000115184|1|22000111344|COSTADO PINTADO H-74CM MESA DANCER TEK SOCIAL TKSME011000|AI|Active||10|10|und|4|4|Proceso Tirar Operación|PROD_TERM|10.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|25072434|ARMADA-ESTRUCTURA COSTADO H-74CM MESA DANCER TEK SOCIAL TKSME011010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|25072435|PARTE-CUERPO COSTADO H-74CM MESA DANCER TEK SOCIAL TKSME011011|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|4|22008721|LAMINA PLANA ACEITADA Y DECAPADA 4X8 ESPESOR 4MM A-36|MP|Active||10|10|kg|2.38218|2.38218|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|25072436|PARTE-REFUERZO CENTRAL COSTADO H-74CM MESA DANCER TEK SOCIAL TKSME011012|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|4|22008721|LAMINA PLANA ACEITADA Y DECAPADA 4X8 ESPESOR 4MM A-36|MP|Active||10|10|kg|2.12106|2.12106|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|25072437|PARTE-PLATINA NIVELADOR COSTADO H-74CM MESA DANCER TEK SOCIAL TKSME011013|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|4|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.01721|.01721|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|22000150|TUERCA  HEXAGONAL 5/16 ZINCADA|MP|Active||40|10|und|1|1|Proceso Tirar Operación|SOLDADURA|MPS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|25072438|PARTE-TAPA DECORATIVA SUPERIOR COSTADO H-74CM MESA DANCER TEK SOCIAL TKSME011020|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.17361|.17361|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|25072439|PARTE-TAPA DECORATIVA INFERIOR COSTADO H-74CM MESA DANCER TEK SOCIAL TKSME011030|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.70368|.70368|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22006282|NIVELADOR DE ROSCA 5/16 X 1 PULG Y BASE 7/8 MPR080225|MP|Active||40|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22000197|TORNILLO CABEZA EXTRAPLANA 8 X 3/4 REF: S6075 ZINCADO|MP|Active||60|10|und|3|3|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||70|10|kg|.0320249|.0320249|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22016286|GENERICO PINTURA EN POLVO MUEBLES LADO B|MP|Active||75|10|kg|.0350471|.0350471|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22001402|EMPAQUE REPISA METALICA 2 UNIDADES|ME|Active||80|10|und|.25|.25|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|1|22000111345|VIGA REFUERZO 120CM MESA DANCER TEK SOCIAL TKSME012000|AI|Active||20|10|und|1|1|Proceso Tirar Operación|PROD_TERM|10.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|25072440|ARMADA-VIGA REFUERZO 120CM MESA DANCER TEK SOCIAL TKSME012010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|25072441|PARTE-PERFIL CUERPO VIGA REFUERZO 120CM MESA DANCER TEK SOCIAL TKSME012011|AI|Active||10|10|und|1|1|Proceso Tirar Operación|TRONZSILLA|TRS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|4|22004800|TUBO RECTANGULAR CR DE 30MM X 50MM 6000MM CALIBRE 14|MP|Active||10|10|und|.05555555555555555555555555555556|.05555555555555555555555555555556|Proceso Tirar Operación|TRONZSILLA|MTS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|25072442|PARTE-TERMINAL VIGA REFUERZO MESA DANCER TEK SOCIAL TKSME012012|AI|Active||20|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|4|22008721|LAMINA PLANA ACEITADA Y DECAPADA 4X8 ESPESOR 4MM A-36|MP|Active||10|10|kg|.88027|.88027|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22010189|TUERCA DE SEGURIDAD DE  5/16|MP|Active||20|10|und|16|16|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22000261|TORNILLO CABEZA HEXAGONAL 5/16 X 3/4 ZINCADO|MP|Active||30|10|und|16|16|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22012502|ARANDELA S/M DIAM. 5/16 ZINC NEGRO|MP|Active||40|10|und|16|16|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22007761|TORNILLO CABEZA EXTRAPLANA 8 X  9/16 ZINCADO|MP|Active||50|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||60|10|kg|.0352874|.0352874|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|1|22000111563|FALDON SEMI CIRCULAR MESA DANCER DIAM 120CM TEK SOCIAL TKSME031000|AI|Active||30|10|und|2|2|Proceso Tirar Operación|PROD_TERM|10.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|25072645|ARMADA-FALDON SEMI CIRCULAR MESA DANCER DIAM 120CM TEK SOCIAL TKSME031010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|25072646|PARTE-CORAZA FALDON SEMI CIRCULAR MESA DANCER DIAM 120CM TEK SOCIAL TKSME031011|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|4|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|2.19127|2.19127|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|25072452|PARTE-COSTILLA FALDON CURVO MESA DANCER TEK SOCIAL TKSME013012|AI|Active||20|10|und|11|11|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|4|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.04774|.04774|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|3|25072647|PARTE-TAPA FALDON SEMI CIRCULAR MESA DANCER DIAM 120CM TEK SOCIAL TKSME031012|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|4|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|1.88|1.88|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22007761|TORNILLO CABEZA EXTRAPLANA 8 X  9/16 ZINCADO|MP|Active||20|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000115184|2|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||30|10|kg|.0857143|.0857143|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
